seriesuid,coordX,coordY,coordZ,diameter_mm
1.3.6.1.4.1.14519.5.2.1.6279.6001.102681962408431413578140925249,4.3715625,21.4840625,-204.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.102681962408431413578140925249,123.8246875,91.9528125,-194.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.102681962408431413578140925249,-72.1128125,65.3121875,-154.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.102681962408431413578140925249,10.3871875,44.6871875,-142,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.102681962408431413578140925249,-89.3003125,55.8590625,-239.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.102681962408431413578140925249,-99.6128125,36.0934375,-204.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.102681962408431413578140925249,110.9340625,98.8278125,-272,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.102681962408431413578140925249,-68.6753125,78.2028125,-114.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.102681962408431413578140925249,112.6528125,-12.8909375,-119.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.102681962408431413578140925249,128.718172,44.47820643,-158.5949247,7.328935288
1.3.6.1.4.1.14519.5.2.1.6279.6001.102681962408431413578140925249,94.6059375,104.8434375,-182,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.102681962408431413578140925249,86.8715625,-61.0159375,-192,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.102681962408431413578140925249,71.4028125,-44.6878125,-199.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.102681962408431413578140925249,-60.0815625,51.5621875,-92,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.102681962408431413578140925249,128.9809375,20.6246875,-187,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.102681962408431413578140925249,104.8618696,19.77295667,-91.19007677,20.66256574
1.3.6.1.4.1.14519.5.2.1.6279.6001.102681962408431413578140925249,87.26980945,-61.08929878,-191.2682927,6.612619852
1.3.6.1.4.1.14519.5.2.1.6279.6001.102681962408431413578140925249,110.0746875,98.8278125,-272,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.102681962408431413578140925249,-99.6128125,36.0934375,-204.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.102681962408431413578140925249,123.8246875,91.9528125,-194.5,-1
