seriesuid,coordX,coordY,coordZ,diameter_mm
1.3.6.1.4.1.14519.5.2.1.6279.6001.105495028985881418176186711228,-43.055065,25.488663,-5.25,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.105495028985881418176186711228,64.171467,3.516013,-6.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.105495028985881418176186711228,109.874579,33.398817,-190.25,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.105495028985881418176186711228,-106.7151041,22.11707499,-126.7542065,9.969557887
1.3.6.1.4.1.14519.5.2.1.6279.6001.105495028985881418176186711228,-26.355851,22.851945,-7.75,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.105495028985881418176186711228,-57.996467,24.609757,-7.75,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.105495028985881418176186711228,61.534749,3.516013,-7.75,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.105495028985881418176186711228,110.753485,33.398817,-190.25,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.105495028985881418176186711228,132.726135,-1.757423,-157.75,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.105495028985881418176186711228,-106.3789282,22.5471042,-126.7355955,10.18003464
1.3.6.1.4.1.14519.5.2.1.6279.6001.105495028985881418176186711228,-40.418347,28.125381,-4,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.105495028985881418176186711228,-57.996467,84.375365,-132.75,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.105495028985881418176186711228,64.171467,2.637107,-6.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.105495028985881418176186711228,130.089417,-2.636329,-159,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.105495028985881418176186711228,114.269109,35.156629,-191.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.105495028985881418176186711228,-43.055065,25.488663,-5.25,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.105495028985881418176186711228,-26.355851,22.851945,-7.75,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.105495028985881418176186711228,-57.996467,24.609757,-7.75,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.105495028985881418176186711228,61.534749,3.516013,-7.75,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.105495028985881418176186711228,110.753485,33.398817,-190.25,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.105495028985881418176186711228,132.726135,-1.757423,-157.75,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.105495028985881418176186711228,65.929279,58.887091,-201.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.105495028985881418176186711228,119.542545,33.398817,-195.25,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.105495028985881418176186711228,-40.418347,19.336321,-2.75,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.105495028985881418176186711228,67.687091,0.879295,-6.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.105495028985881418176186711228,48.351159,7.910543,-14,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.105495028985881418176186711228,-106.2756341,22.5810783,-126.5060193,10.47357062
1.3.6.1.4.1.14519.5.2.1.6279.6001.105495028985881418176186711228,65.929279,58.887091,-201.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.105495028985881418176186711228,-40.418347,19.336321,-2.75,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.105495028985881418176186711228,48.351159,7.910543,-14,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.105495028985881418176186711228,67.687091,0.879295,-6.5,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.105495028985881418176186711228,119.542545,33.398817,-195.25,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.106379658920626694402549886949,-74.219125,7.030875,-85.25,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.106379658920626694402549886949,45.312125,9.374625,-60.25,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.106379658920626694402549886949,-71.875375,-29.687875,-107.75,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.106379658920626694402549886949,-55.469125,82.812125,-155.25,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.106379658920626694402549886949,-71.875375,-71.094125,-167.75,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.106379658920626694402549886949,-72.656625,7.030875,-85.25,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.106379658920626694402549886949,-70.59963115,66.32517354,-161.0044215,6.721440264
1.3.6.1.4.1.14519.5.2.1.6279.6001.106379658920626694402549886949,46.093375,9.374625,-59,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.106379658920626694402549886949,-71.875375,-69.531625,-169,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.106379658920626694402549886949,-56.250375,81.249625,-155.25,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.106379658920626694402549886949,92.187125,-14.062875,-90.25,-1
1.3.6.1.4.1.14519.5.2.1.6279.6001.106379658920626694402549886949,121.093375,9.374625,-106.5,-1
